day,tx_count,total_output_satoshis,total_fee_satoshis,avg_fee_satoshis
2019-02-20,314320,137299341160343,3776184521,12013.821968058
2019-02-21,297595,108375382647438,3471560858,11665.387046153
2019-02-22,350306,137622190008531,3901280561,11136.779161647
2019-02-23,328239,99757261428758,2543940867,7750.269977059
2019-02-24,320446,95368616360652,2955542146,9223.214351248
2019-02-25,336634,151811400751509,3885345862,11541.751165955
2019-02-26,366568,172245681826806,3584517142,9778.58717073
2019-02-27,344560,140791403962213,3266318415,9479.679634897
2019-02-28,367827,154087298206990,3029594178,8236.464908775
2019-03-01,354422,137215722033359,3048611973,8601.644291269
2019-03-02,335864,146421318189547,2532153705,7539.223331467
2019-03-03,353683,144717247836291,2138429981,6046.17689004
2019-03-04,304188,178064253266608,2845991569,9356.028406775
2019-03-05,285716,216783663706042,2902363002,10158.209557743
2019-03-06,277863,143156650008304,3843684345,13833.019671565
2019-03-07,282523,131669002804749,3815885184,13506.45853258
2019-03-08,285264,131422763267069,3453420729,12106.051688962
2019-03-09,239492,81971570695517,2454420613,10248.445096287
2019-03-10,212877,66293708096304,1908668276,8966.061509698
2019-03-11,294741,113070080021310,3082179358,10457.246728484
2019-03-12,285653,148705781899104,3150427651,11028.8624695
2019-03-13,285957,114359160405346,3604315035,12604.395188787
2019-03-14,299929,141847357348496,3756437664,12524.422993442
2019-03-15,296970,136844567844445,3112448995,10480.684900832
2019-03-16,262267,85152631527558,2236301366,8526.81185967
2019-03-17,227290,69144407091008,1678071195,7382.952153636
2019-03-18,291505,178060008761550,2237480548,7675.616363356
2019-03-19,304744,146609131300292,2230871865,7320.478385136
2019-03-20,304960,131536601320607,2719979230,8919.13441107
2019-03-21,300712,147028003096172,3553040752,11815.42722605
2019-03-22,298524,175346872734854,2714701994,9093.747886267
2019-03-23,251573,76233122888532,1794886278,7134.653869851
2019-03-24,226166,63586866118432,1567630252,6931.32589337
2019-03-25,322191,143287679816849,2920096219,9063.24577347
2019-03-26,366415,123535568325045,3641495629,9938.172915956
2019-03-27,383186,129895805960882,4802051729,12531.908078583
2019-03-28,393698,144811361837899,4781690988,12145.581100234
2019-03-29,369817,132204212186851,6348208552,17165.81052791
2019-03-30,377783,92285565639126,5467372903,14472.257626733
2019-03-31,381652,91683889031537,4461425508,11689.77368912
2019-04-01,368904,174409261087544,6184673730,16764.99503936
2019-04-02,401507,342919898234588,11448978878,28515.016868946
2019-04-03,360250,130679237531205,14210298824,39445.659469813
2019-04-04,354660,127947174296536,15446353030,43552.565922292
2019-04-05,387090,108253914209133,11482307281,29663.146247643
2019-04-06,359569,77635600020141,8084759712,22484.58491138
2019-04-07,350631,83297263372616,8551644481,24389.29952286
2019-04-08,372417,148901344015001,13054444043,35053.29789725
2019-04-09,346071,197619713876563,11492556114,33208.665603301
2019-04-10,396501,157693400678528,11178539463,28192.966633123
2019-04-11,402802,188721251414959,11528509796,28620.785884876
2019-04-12,376767,150347002531554,10056571481,26691.752411968
2019-04-13,367076,108533794973483,6622119369,18040.186144014
2019-04-14,337030,100705931402494,5742373876,17038.168341097
2019-04-15,381473,155368944193533,7896972247,20701.261287168
2019-04-16,358517,179223798232306,7656869368,21357.060803253
2019-04-17,350737,159065671804434,7714980905,21996.484274542
2019-04-18,382981,180299359430323,7241958660,18909.44631718
2019-04-19,362128,204576666861292,7843301725,21658.920947842
2019-04-20,319840,108005802858004,5809103814,18162.530684092
2019-04-21,390735,79976898056170,5031279868,12876.450453632
2019-04-22,342014,169079067496305,7012693315,20504.111863842
2019-04-23,311753,226336789249458,9648121035,30947.965328321
2019-04-24,404279,203094561067129,13067492641,32322.956772427
2019-04-25,384089,169336376856178,9430087588,24551.829362465
2019-04-26,381209,149495522722294,9144744899,23988.795907232
2019-04-27,359008,70915543846313,5442092725,15158.694861953
2019-04-28,383291,86261777549509,4795393039,12511.102632204
2019-04-29,363207,114510401803520,7095469952,19535.609038372
2019-04-30,346486,187197986684042,8548463465,24671.887074802
2019-05-01,439549,116254770704431,6562521893,14930.125863101
2019-05-02,452646,98656356920911,6471081505,14296.119936993
2019-05-03,383032,126800389154855,8127225085,21218.136043464
2019-05-04,355910,88654517096486,6062915441,17034.967944143
2019-05-05,330732,76273502036520,6287230397,19010.045586759
2019-05-06,378476,116017284233282,7631168717,20162.886727296
2019-05-07,329943,154632635742819,9231932906,27980.387236583
2019-05-08,393081,128282063528942,11230765219,28571.122030828
2019-05-09,361569,125797833952754,10695654809,29581.227397813
2019-05-10,322963,136139247914313,12374361638,38315.106182442
2019-05-11,344957,125975912746389,12512338209,36272.167861502
2019-05-12,338571,95216339666958,10408015488,30741.012927864
2019-05-13,390428,167834465777559,11220050336,28737.82191851
2019-05-14,367370,165240340849966,13268789564,36118.326384844
2019-05-15,368901,216860626355906,19235907380,52143.820103497
2019-05-16,375062,143847330300616,22851579452,60927.471863319
2019-05-17,361654,136657582679667,22726659937,62840.891949211
2019-05-18,359704,83281431926577,13478731749,37471.731615439
2019-05-19,346859,89284757289151,12566729304,36230.079957562
2019-05-20,381582,122118304796330,18609991132,48770.621077514
2019-05-21,380889,106977109769478,20248141460,53160.215863414
2019-05-22,394887,117295932912097,17673831345,44756.680632687
2019-05-23,389343,122149619922307,16396291640,42112.717167125
2019-05-24,373882,137174090384144,19188316682,51321.852033529
2019-05-25,338398,79325092064415,12811880175,37860.389762942
2019-05-26,374072,85040116368800,9588613898,25633.070366133
2019-05-27,399584,121293365383587,18931338885,47377.619937235
2019-05-28,390427,132450391397785,19295031406,49420.330576523
2019-05-29,405155,142645261513318,18708362645,46175.815786551
2019-05-30,376874,122491087307838,18820649317,49938.837163084
2019-05-31,298997,204956524236862,20503723630,68575.014565364
2019-06-01,332092,119989773547899,15942190914,48005.34464546
2019-06-02,301003,121485986382016,11844554020,39350.285611771
2019-06-03,294009,169424315720220,19899326951,67682.713627814
2019-06-04,374763,174120506778667,21791296317,58146.872335316
2019-06-05,372948,200315156993158,15942665516,42747.690069393
2019-06-06,364526,200127934230498,12218994068,33520.226452983
2019-06-07,350011,145455310102946,10649246900,30425.463485433
2019-06-08,294369,93093068600871,7336472651,24922.708067086
2019-06-09,300917,90801992455989,6299063806,20932.894472562
2019-06-10,353629,145852017483976,10183001618,28795.719858948
2019-06-11,340449,217047424094812,11058719487,32482.749213539
2019-06-12,328464,131128546207578,10886976113,33145.112137099
2019-06-13,364373,122813702502477,10945513590,30039.310239782
2019-06-14,364383,126750690252892,11794954717,32369.662462299
2019-06-15,330954,102107238987489,7870156593,23780.212938958
2019-06-16,295254,135536953956996,7436012488,25185.137163256
2019-06-17,321072,271133449636946,11779979394,36689.525695171
2019-06-18,394843,286989919444804,11653825829,29515.08784251
2019-06-19,401032,167318262682240,10575494722,26370.700397973
2019-06-20,330103,339489769642047,11181603852,33873.075530971
2019-06-21,337741,171080661832948,12623246862,37375.524031728
2019-06-22,354075,195225983687912,12247914731,34591.300518252
2019-06-23,380088,100282675452881,8123531107,21372.763957294
2019-06-24,388342,167122271262809,10209827261,26290.813924324
2019-06-25,361385,195624105807181,12110744515,33512.028764337
2019-06-26,399624,186610777717557,18406503874,46059.555667327
2019-06-27,361050,167249603081636,20010125128,55422.033313945
2019-06-28,407094,146763180564150,18226443511,44772.076009472
2019-06-29,356682,137995357871048,10876597550,30493.822368384
2019-06-30,330731,191073565832319,10491860437,31723.244682234
2019-07-01,336862,210055644406540,12693823662,37682.563370163
2019-07-02,373409,147021048875243,11788960184,31571.173121162
2019-07-03,397554,170414608969031,9474754649,23832.623112835
2019-07-04,370704,125392911629169,8384208402,22616.989301437
2019-07-05,378453,156404498834670,7589684282,20054.496283554
2019-07-06,348674,70543644635857,5061747346,14517.134475183
2019-07-07,313273,71823120500565,4561655545,14561.278964354
2019-07-08,378966,266268853939026,6746056127,17801.217330842
2019-07-09,365588,244177772698056,7127502267,19495.996222524
2019-07-10,315664,230265381810529,8564297124,27131.054298241
2019-07-11,325776,295962167787690,7936667460,24362.345476647
2019-07-12,360899,244028090560043,6742668665,18682.97962865
2019-07-13,304545,157285663308993,4438220922,14573.284480126
2019-07-14,303287,156187332498151,4072985688,13429.476660721
2019-07-15,349111,183252779176068,6391746490,18308.636765957
2019-07-16,363337,245945774416140,6269846283,17256.283513653
2019-07-17,324892,189831089689261,6450187448,19853.328022851
2019-07-18,315745,500935648131649,7210541604,22836.597900204
2019-07-19,299891,131324694953138,7110278562,23709.543007293
2019-07-20,323002,89228293052142,5004991704,15495.234407217
2019-07-21,283934,106896052688827,3755119006,13225.323511802
2019-07-22,319399,603316890500615,5388043597,16869.318930241
2019-07-23,320352,120870239832616,5172742398,16147.058229697
2019-07-24,295589,151319306641189,4990886061,16884.545977692
2019-07-25,336536,198128112609712,5616150579,16688.112353507
2019-07-26,319612,98275778861750,4651899261,14554.832925547
2019-07-27,283892,60891331259845,3304147241,11638.747273611
2019-07-28,272974,48269597666541,2646571032,9695.322748687
2019-07-29,333619,262730814376024,3974585484,11913.546542613
2019-07-30,328375,210603301759402,6022741784,18341.048447659
2019-07-31,361337,156970876631778,5361582214,14838.176588614
2019-08-01,335943,100687412106067,4673246753,13910.832352512
2019-08-02,349556,78342260787186,4468839341,12784.330238932
2019-08-03,327588,55569118051575,2747791508,8387.949216699
2019-08-04,298805,57163880716712,1972213176,6600.335255434
2019-08-05,339136,203866373067690,4225818140,12460.541316758
2019-08-06,368348,168602684972451,4580524692,12435.318481436
2019-08-07,370909,85864838649014,7082696510,19095.509976841
2019-08-08,336181,144402417734944,7035974254,20929.125245032
2019-08-09,341125,134852632784252,6533402972,19152.5187893
2019-08-10,304138,174634868292754,3969033865,13050.108388297
2019-08-11,273280,58240981357103,3034570890,11104.255305913
2019-08-12,297446,111098790699428,5054359801,16992.529067461
2019-08-13,370747,128274835232518,7509047834,20253.833028993
2019-08-14,359997,143077956397944,5870170397,16306.164765262
2019-08-15,355644,150221400590106,5384796972,15140.975166177
2019-08-16,323625,98925821732580,5133526040,15862.57563538
2019-08-17,288256,160444778027741,3538250195,12274.680128081
2019-08-18,276365,96618322553981,2917234292,10555.729893438
2019-08-19,330473,87319486249525,4166948045,12609.04232721
2019-08-20,333304,974862529732425,4669008955,14008.259591844
2019-08-21,308808,2452867035106832,5222587338,16912.08562602
2019-08-22,322453,1172021629626962,5399879943,16746.254316133
2019-08-23,340220,68055306422339,4147394501,12190.331259185
2019-08-24,304481,45380265105631,3009100724,9882.720839724
2019-08-25,288934,58959044068906,2157904241,7468.502291181
2019-08-26,318219,103826550885260,3317030815,10423.735902005
2019-08-27,325984,89885870877370,3398335977,10424.855137062
2019-08-28,341200,88979700007329,3387031855,9926.822552755
2019-08-29,346734,89151167564319,3391744300,9781.977827384
2019-08-30,349200,83935540596801,3446053373,9868.42317583
2019-08-31,342195,78164070130396,2403741901,7024.479904733
2019-09-01,285468,86368704590515,2006226895,7027.852141046
2019-09-02,327248,92903787350539,2876124703,8788.822859116
2019-09-03,370631,104052272962906,3897833529,10516.749891401
2019-09-04,324741,120824568544856,3734474772,11499.856106867
2019-09-05,352410,124263539094574,3669293406,10412.001379076
2019-09-06,365531,117870169383366,3739638382,10230.701040404
2019-09-07,314429,62950082011425,2671813665,8497.351278031
2019-09-08,288507,70226015457177,2174727421,7537.867091613
2019-09-09,316852,87729790877696,3271159075,10323.933808213
2019-09-10,339858,122191955162420,3734868133,10989.496004214
2019-09-11,338276,112345637957047,3477775666,10280.882078539
2019-09-12,335868,82854184970655,2951206759,8786.805408672
2019-09-13,308856,70197012084349,2754043167,8916.916514492
2019-09-14,299894,61451177352867,2102471880,7010.716719908
2019-09-15,274146,49857041993424,1824300380,6654.484763593
2019-09-16,347341,99313383323141,2925867219,8423.616040145
2019-09-17,343778,114735089400797,3464137449,10076.669970155
2019-09-18,363185,86540308234005,3412588668,9396.281971998
2019-09-19,346110,75817966775462,3654501485,10558.786180694
2019-09-20,340929,87408029379068,3203804814,9397.278653327
2019-09-21,336013,72656264109469,2340048063,6964.159312289
2019-09-22,318713,171138500341163,2052728871,6440.681337128
2019-09-23,288149,148649971902554,3219540269,11173.178699215
2019-09-24,353263,130642575673372,3846150022,10887.497479215
2019-09-25,347747,164716069227417,4282475804,12314.91804099
2019-09-26,355775,113006540346929,3264172934,9174.823790317
2019-09-27,303903,92242448657208,3426327785,11274.412509913
2019-09-28,314433,67338653836069,2316487157,7367.188421699
2019-09-29,285542,60661363569307,2100156166,7354.981634926
2019-09-30,311396,110746474721237,4101329030,13170.7826369
2019-10-01,337244,115874001134527,4826497357,14311.588514547
2019-10-02,326557,84551350947988,3720021491,11391.645228857
2019-10-03,326514,80751638974927,3788399226,11602.562910013
2019-10-04,337222,72038507758670,2780367596,8244.917579517
2019-10-05,326683,49982682337935,1914811395,5861.374466991
2019-10-06,277613,53558568315320,1649098962,5940.280037318
2019-10-07,328803,69813306049800,2470415950,7513.361952294
2019-10-08,336354,85328432641106,2765920023,8223.241058528
2019-10-09,311049,89010937923363,3036615188,9762.497831531
2019-10-10,345048,80934255133449,3346657648,9699.10750968
2019-10-11,345425,74885934523026,2783013723,8056.781422885
2019-10-12,301693,47708262671642,2076242438,6881.970871051
2019-10-13,279487,42194020708265,1618085575,5789.484215724
2019-10-14,304466,82120941444873,2382030921,7823.635220353
2019-10-15,339698,74662871723833,2589458072,7622.824014271
2019-10-16,338473,104466274960646,2913647841,8608.213479362
2019-10-17,334105,102158925070131,2540381954,7603.543658431
2019-10-18,339390,102161823399633,2494346328,7349.498594537
2019-10-19,304736,84715166967484,1830723571,6007.572360994
2019-10-20,289796,74965419710627,1584344804,5467.103769548
2019-10-21,351791,89882360088839,2063255238,5865.002907977
2019-10-22,341464,114132522151377,2221592037,6506.07981222
2019-10-23,349320,133452553652094,3107041069,8894.541019695
2019-10-24,303843,100076706494217,2895992490,9531.213455633
2019-10-25,328598,134896043815852,3608670023,10982.020654417
2019-10-26,305722,100481011591246,4785635330,15653.552344941
2019-10-27,256253,68400054962447,3397050101,13256.625682431
2019-10-28,309611,194411378990657,3798415405,12268.347716974
2019-10-29,307953,150177091055357,3547022733,11518.065201508
2019-10-30,314163,202387140963534,3365141019,10711.44921267
2019-10-31,293779,141587911847804,3546517509,12072.059299678
2019-11-01,316187,125335167495790,4018774408,12710.119037152
2019-11-02,284443,84590413154179,2769024942,9734.902746772
2019-11-03,294367,82716637265977,2606616560,8854.989044288
2019-11-04,310979,94957610641265,4828785176,15527.688930764
2019-11-05,332839,116134532878864,4373232482,13139.182854173
2019-11-06,314698,140936637888413,3866539842,12286.509103966
2019-11-07,324487,137407375972317,3973640604,12245.916181542
2019-11-08,311441,133367062974227,4088879104,13128.904363908
2019-11-09,306163,104803315307827,2944260954,9616.645231462
2019-11-10,299712,68531116111027,2386642196,7963.118580504
2019-11-11,326707,79723658552892,2956238739,9048.593201248
2019-11-12,301382,101990311744935,2865525709,9507.952395963
2019-11-13,318945,133111780907883,3431516352,10758.959544749
2019-11-14,350023,121694016732073,2964079727,8468.242735477
2019-11-15,325145,128048990300321,2964859081,9118.575038829
2019-11-16,283468,69508244008773,2293336843,8090.284769357
2019-11-17,264370,63213146498469,2108122965,7974.138385596
2019-11-18,304671,133067731241685,2782718296,9133.518766144
2019-11-19,327630,95682720334118,3436839889,10490.003629094
2019-11-20,321086,80055990812640,2736373955,8522.246236211
2019-11-21,323954,161653340835473,3685944226,11377.986461041
2019-11-22,310539,157330487498505,4002095823,12887.578767884
2019-11-23,306424,101084018924164,2154802760,7032.095266689
2019-11-24,267368,82442343452957,1701472240,6363.784147692
2019-11-25,279470,131652580366362,3218493307,11516.41788743
2019-11-26,321310,117281016045225,3986894065,12408.247689148
2019-11-27,317597,101456211767076,3386031284,10661.408275267
2019-11-28,309623,76488800675882,2617198877,8452.856787125
2019-11-29,311290,99152811366389,3270649438,10506.760377783
2019-11-30,277458,75085520985712,2723029381,9814.20388311
2019-12-01,274621,68028470923194,2190876399,7977.818153018
2019-12-02,314730,86572887978467,2609108998,8289.991414864
2019-12-03,336512,85460291180297,2547734062,7571.005081542
2019-12-04,337284,232957792166182,2954553925,8759.840149548
2019-12-05,311468,89800105748754,2324165709,7461.972687403
2019-12-06,315386,228898071377942,2503292648,7937.234525312
2019-12-07,285284,95705485573189,1805659965,6329.341866351
2019-12-08,278853,73118060325251,1450348020,5201.120375251
2019-12-09,313629,119035679972948,2182070486,6957.489537001
2019-12-10,320064,114897468743131,2322218997,7255.483268971
2019-12-11,291248,120796067269244,2460426083,8447.872888398
2019-12-12,311795,83573008143663,2256385567,7236.759944836
2019-12-13,322888,72031925432512,2247116310,6959.429616461
2019-12-14,293496,73048296095094,1536404462,5234.839527626
2019-12-15,263441,65046096985062,2044781660,7761.820141891
2019-12-16,327085,76765610077183,2216325645,6775.992922329
2019-12-17,319254,177740120098669,2292717755,7181.484820864
2019-12-18,314249,116474292478327,2748314294,8745.658041871
2019-12-19,319555,100437959851357,2871547007,8986.0806653
2019-12-20,332657,100611521484348,2547719556,7658.69816658
2019-12-21,311118,67730685911119,1660936724,5338.606972274
2019-12-22,281070,75908924203889,1280407837,4555.476703312
2019-12-23,304845,94949920979255,1887107421,6190.383378438
2019-12-24,290436,73076101729188,1760848203,6062.775286122
2019-12-25,244666,59675828424759,1313196764,5367.303850964
2019-12-26,296063,70172635355497,1891209694,6387.862360376
2019-12-27,322204,86823759738980,1711633792,5312.267358568
2019-12-28,298287,68563528338300,1380390964,4627.727537573
2019-12-29,279925,56231694486238,1260924730,4504.5091721
2019-12-30,324497,98869940764313,1590283263,4900.764145739
2019-12-31,293447,72480439988856,1484211896,5057.85336364
2020-01-01,251735,44559537598222,997099973,3960.911168491
2020-01-02,295567,69542333683518,1378084459,4662.511237723
2020-01-03,316517,101882876058019,1638979535,5178.172215078
2020-01-04,287215,65962003411929,1231216518,4286.741702209
2020-01-05,287779,56529654187035,1188711242,4130.639282227
2020-01-06,299146,109764131609542,2049312376,6850.542464215
2020-01-07,344079,78685060501373,2556190656,7429.080693678
2020-01-08,318019,90119684461001,3083081053,9694.644197359
2020-01-09,322057,120965156106413,2978119837,9247.182445965
2020-01-10,330734,90699131836907,3256513430,9846.32190824
2020-01-11,309070,59592942665058,1838352814,5948.014410975
2020-01-12,283136,50174546011720,1453164303,5132.389745564
2020-01-13,291597,68955199199670,1763102526,6046.367164271
2020-01-14,346953,124990418551205,2622157700,7557.674094186
2020-01-15,332658,160148210270918,3135812937,9426.536974911
2020-01-16,325947,88815290096380,2385247351,7317.899385483
2020-01-17,323992,111667192697822,2429323765,7498.09799316
2020-01-18,287237,50565362778351,1776555017,6184.979710135
2020-01-19,283960,63211268732830,1651759350,5816.873327229
2020-01-20,313661,97932850155679,1774334005,5656.852477675
2020-01-21,315210,66811880880822,2051905021,6509.644430697
2020-01-22,328586,89746841879466,2167952284,6597.823047847
2020-01-23,329918,86746819028005,2103754657,6376.598600258
2020-01-24,313887,69289183838984,1610082373,5129.496834848
2020-01-25,285584,48849374869776,1139326294,3989.461223318
2020-01-26,261247,57763344820103,1057299079,4047.124288509
2020-01-27,279240,150905289676102,1978717492,7086.081836413
2020-01-28,340052,105043015512776,2298737848,6759.959794384
2020-01-29,340562,89370605062151,2042515898,5997.486208091
2020-01-30,332558,145537246303868,1964580869,5907.48341342
2020-01-31,334434,120427668489227,2253135857,6737.161463846
2020-02-01,303724,81830933206590,1748159990,5755.751899751
2020-02-02,290879,69197137159644,1694878932,5826.749033103
2020-02-03,331012,159964201407943,2153312454,6505.239852332
2020-02-04,309190,89729032818751,2374587464,7680.026727902
2020-02-05,368604,84864894363695,2544140813,6902.097679352
2020-02-06,315370,156952248661785,2710635364,8595.095804928
2020-02-07,334938,166122621474540,3151759356,9409.978431829
2020-02-08,318363,78492820570075,2133690612,6702.068431319
2020-02-09,317070,57210614299995,1982178690,6251.549153184
2020-02-10,298104,104633847816009,2758066679,9252.028416257
2020-02-11,365583,102059851056746,3477248558,9511.516011412
2020-02-12,344615,110025378927994,3739850183,10852.255946491
2020-02-13,340081,106943355939572,3547858608,10432.392894634
2020-02-14,326078,104777768508167,3217258486,9866.530357767
2020-02-15,322721,86955112574655,2854821404,8846.097415415
2020-02-16,292236,96336641905005,2159936997,7391.070905022
2020-02-17,341491,130122159710372,2529770103,7408.013982799
2020-02-18,331050,105029861370028,3012812537,9100.777939888
2020-02-19,334805,137343968542432,3142856170,9387.124355968
2020-02-20,316626,104397192662018,2779666259,8779.020860574
2020-02-21,338484,82654173146475,2354449483,6955.866401366
2020-02-22,304597,57835556686757,1832436669,6015.938006612
2020-02-23,285579,66888261856174,1662073804,5820.014090672
2020-02-24,328890,81421352731419,2292426270,6970.191462191
2020-02-25,334593,87455744787684,2454482939,7335.727104273
2020-02-26,329967,88040242995500,2929911468,8879.407540754
2020-02-27,338781,98724512797632,2695964399,7957.838246537
2020-02-28,368590,101536488347213,2628258744,7130.575284191
2020-02-29,307527,63992570579269,1850395585,6017.018294329
2020-03-01,309849,56648094495011,1444661165,4662.468379759
2020-03-02,342821,82383540843038,2293901727,6691.252073239
2020-03-03,342324,79122994885742,2471643759,7220.188356645
2020-03-04,358745,101925603112567,2425737051,6761.730619242
2020-03-05,349529,85620222216240,2437165686,6972.713812016
2020-03-06,338383,94923497217712,2663263902,7870.560583717
2020-03-07,313312,61286211988538,1853853474,5916.956497038
2020-03-08,302694,61740351878374,1614238732,5332.906274984
2020-03-09,348211,122680732045709,2561204951,7355.324647986
2020-03-10,329698,107546991787443,2794128010,8474.810311255
2020-03-11,287492,169456183924601,2956150425,10282.548470914
2020-03-12,349978,235118661606323,5916829292,16906.289229609
2020-03-13,276798,234896880498851,8431311198,30460.15938699
2020-03-14,279828,114093601430290,5286649863,18892.497759338
2020-03-15,223230,86296082944784,4430830399,19848.722837432
2020-03-16,270399,160468052504559,6156626918,22768.674876756
2020-03-17,278326,149787078884421,6225196409,22366.564420859
2020-03-18,231254,114796929559048,5877164193,25414.324478712
2020-03-19,265689,132013252085353,6845700527,25765.840990782
2020-03-20,284594,134798639138050,7998994299,28106.686363732
2020-03-21,245896,70414986817941,4708077798,19146.622141068
2020-03-22,209154,80632236477289,3334176341,15941.250662191
2020-03-23,259816,104481206251600,5142451024,19792.664901315
2020-03-24,278131,139611981296507,4474357832,16087.231671407
2020-03-25,218176,89442463705117,4540177404,20809.70136037
2020-03-26,292828,87672177643580,5505597495,18801.472178207
2020-03-27,276546,104814548685931,4157854400,15034.946808126
2020-03-28,240627,70524492767706,2881999627,11977.041757575
2020-03-29,232820,64694591689129,2106190880,9046.434498754
2020-03-30,276828,101389891882691,2624289384,9479.855303654
2020-03-31,290227,105037851701018,2906116194,10013.252364528
2020-04-01,281855,101760860245978,2674327122,9488.308250696
2020-04-02,299176,101187994230323,2501439071,8361.09537864
2020-04-03,278763,97648273576602,2582618528,9264.567134089
2020-04-04,253274,85765381520480,1667009774,6581.843276452
2020-04-05,240259,55325675426976,1364940917,5681.122942325
2020-04-06,280470,108961449405744,2099212028,7484.62234107
2020-04-07,312770,117611264626102,2532409774,8096.715714423
2020-04-08,286563,76055178189169,2266278450,7908.482427948
2020-04-09,286706,110338849801343,2329595386,8125.380654747
2020-04-10,288585,108900349972664,2078686915,7203.031741081
2020-04-11,247852,60891536584143,1375253175,5548.687018866
2020-04-12,228529,49423305025830,1286445785,5629.245238022
2020-04-13,288113,98558661208291,1674379536,5811.537611979
2020-04-14,299391,77302895771549,2246964436,7505.11684052
2020-04-15,310253,87777973454061,2654420742,8555.665028219
2020-04-16,322903,110919564760971,2864066108,8869.741402217
2020-04-17,284222,94592001908723,2554078133,8986.208432141
2020-04-18,289134,61327930285010,1926357420,6662.507418706
2020-04-19,251984,54759450873346,1556965781,6178.827945425
2020-04-20,310810,83978060828530,2197670283,7070.783703871
2020-04-21,310851,81007043354092,2337622201,7520.072964218
2020-04-22,278755,86671835247833,2537330280,9102.366881312
2020-04-23,329045,92453243760232,4112345331,12497.82045313
2020-04-24,320055,126540331533264,3706157042,11579.750486635
2020-04-25,280805,61281321482457,2781417372,9905.156147504
2020-04-26,252833,52382865786464,2075041249,8207.161442533
2020-04-27,311217,103521522430839,2807989150,9022.608501464
2020-04-28,323475,88127046901011,2779591192,8592.908855398
2020-04-29,331401,179717419819070,5172660237,15608.462970842
2020-04-30,321972,202234459395080,10667585999,33132.030111314
2020-05-01,340574,107631837468511,11019665812,32356.156993781
2020-05-02,286773,55134564358825,6824207768,23796.549075401
2020-05-03,281752,72992836653604,5728031251,20330.046462847
2020-05-04,326098,91414817945172,6705887239,20564.024431306
2020-05-05,329075,109122969871237,7189874272,21848.740475575
2020-05-06,333395,101926400328189,6853849328,20557.744801212
2020-05-07,341986,131948059718214,8831823092,25825.101296544
2020-05-08,323625,132667795960724,10410178500,32167.411355736
2020-05-09,312399,117168906029832,8706031277,27868.307123262
2020-05-10,286789,80512027036455,6327358086,22062.764213411
2020-05-11,305839,116527492614542,8860442418,28970.937055117
2020-05-12,345215,120557690515213,10981191323,31809.716620077
2020-05-13,296796,111153786226088,10886188214,36679.026044825
2020-05-14,268750,113860239322197,14559263376,54174.003259535
2020-05-15,310642,100469383507287,16177900478,52078.921968053
2020-05-16,296555,58848103567543,10831654619,36524.943497833
2020-05-17,236808,58779841508162,10065014834,42502.849709469
2020-05-18,273723,106299879589117,16390960993,59881.562722168
2020-05-19,274897,117685658096744,18234876244,66333.485792861
2020-05-20,280037,108539561863262,19228599464,68664.495991601
2020-05-21,298483,98110789105695,20149979488,67507.963562414
2020-05-22,278784,98708801961192,15863953474,56904.103083391
2020-05-23,269230,55603076825809,10803281588,40126.589117112
2020-05-24,214530,59593521381969,7343623594,34231.21984804
2020-05-25,265875,109965834870167,9237630560,34744.261626704
2020-05-26,295782,95276158157658,8047442225,27207.342654387
2020-05-27,292927,110666809300837,7789905605,26593.334192478
2020-05-28,299910,83934052086408,8834237133,29456.293998199
2020-05-29,280960,104767548051425,9410951218,33495.697672267
2020-05-30,286046,58744014532062,6843244870,23923.581766569
2020-05-31,258427,75299040902188,6102644621,23614.578279359
2020-06-01,308312,125349617612292,7973065264,25860.379304082
2020-06-02,304114,156626780336627,9792708045,32200.78011864
2020-06-03,314000,112921265239849,8216455447,26167.055563694
2020-06-04,318285,115264834209258,6237744471,19597.984419624
2020-06-05,327082,106134660727637,5599573563,17119.785139506
2020-06-06,284873,49911305981016,3192632001,11207.211638169
2020-06-07,252368,45216529161209,2632906276,10432.805569644
2020-06-08,317275,98393473421202,4172247948,13150.257499015
2020-06-09,327074,87918417588186,3517462860,10754.333453592
2020-06-10,325163,119597812128424,3838552450,11805.009948856
2020-06-11,332490,100163128565625,3859236598,11607.07569551
2020-06-12,318274,83025386374424,2991881048,9400.331312014
2020-06-13,280181,58221168168913,2108334260,7524.900903345
2020-06-14,275723,47977386771629,1629688827,5910.601679947
2020-06-15,294468,101053012387002,3418315891,11608.446048467
2020-06-16,340517,135415116930217,5059742513,14859.001204051
2020-06-17,333547,93589546259449,4779264099,14328.60765949
2020-06-18,280603,77677222410975,4408269654,15709.987612392
2020-06-19,347436,145753660357587,5027471305,14470.208340529
2020-06-20,284123,54476233690205,3001002493,10562.335653925
2020-06-21,259440,47583988766767,2497941736,9628.205889608
2020-06-22,301396,96261716634143,3615947427,11997.330512017
2020-06-23,355256,135331414144846,4581049682,12895.066324003
2020-06-24,312321,131191019175838,4235734490,13562.11874962
2020-06-25,312183,118788516995812,4008334016,12839.693436222
2020-06-26,330381,122383111613144,3404227231,10303.943722551
2020-06-27,275489,57859755872123,2340413949,8495.489652944
2020-06-28,264909,68350070586801,1969907106,7436.165271848
2020-06-29,315424,101356796454736,3339475024,10587.257228366
2020-06-30,299733,109773027154463,4297241908,14336.899533919
2020-07-01,382570,108531616279450,6282571084,16422.017105366
