day,tx_count,total_output_satoshis,total_fee_satoshis,avg_fee_satoshis
2009-01-03,1,5000000000,0,0
2009-01-09,14,70000000000,0,0
2009-01-10,61,305000000000,0,0
2009-01-11,93,465000000000,0,0
2009-01-12,101,487900000000,0,0
2009-01-13,123,615000000000,0,0
2009-01-14,130,651100000000,0,0
2009-01-15,134,680000000000,0,0
2009-01-16,110,560000000000,0,0
2009-01-17,109,545000000000,0,0
2009-01-18,108,550000000000,0,0
2009-01-19,117,652500000000,0,0
2009-01-20,115,610000000000,0,0
2009-01-21,103,520000000000,0,0
2009-01-22,92,505000000000,0,0
2009-01-23,86,465000000000,0,0
2009-01-24,202,1055000000000,0,0
2009-01-25,192,960000000000,0,0
2009-01-26,97,580000000000,0,0
2009-01-27,98,500000000000,0,0
2009-01-28,112,560000000000,0,0
2009-01-29,122,665000000000,0,0
2009-01-30,117,585000000000,0,0
2009-01-31,139,790000000000,0,0
2009-02-01,114,575000000000,0,0
2009-02-02,129,645000000000,0,0
2009-02-03,155,768652000000,201000000,1296774.193548387
2009-02-04,119,595000000000,0,0
2009-02-05,126,630000000000,0,0
2009-02-06,122,610000000000,0,0
2009-02-07,133,764800000000,0,0
2009-02-08,133,760000000000,0,0
2009-02-09,135,890000000000,0,0
2009-02-10,120,600000000000,0,0
2009-02-11,135,720004000000,0,0
2009-02-12,119,595000000000,0,0
2009-02-13,124,620000000000,0,0
2009-02-14,136,680000000000,0,0
2009-02-15,131,730000000000,0,0
2009-02-16,123,760000000000,0,0
2009-02-17,117,585000000000,0,0
2009-02-18,118,590000000000,0,0
2009-02-19,125,700000000000,0,0
2009-02-20,122,610000000000,0,0
2009-02-21,114,570000000000,0,0
2009-02-22,125,710000000000,0,0
2009-02-23,108,540000000000,0,0
2009-02-24,106,530000000000,0,0
2009-02-25,105,525000000000,0,0
2009-02-26,107,535000000000,0,0
2009-02-27,116,755000000000,0,0
2009-02-28,100,530000000000,0,0
2009-03-01,105,525000000000,0,0
2009-03-02,108,540000000000,0,0
2009-03-03,107,565000000000,0,0
2009-03-04,106,645000000000,0,0
2009-03-05,113,600000000000,0,0
2009-03-06,117,585000000000,0,0
2009-03-07,109,545000000000,0,0
2009-03-08,118,730000000000,0,0
2009-03-09,108,540000000000,0,0
2009-03-10,107,535000000000,0,0
2009-03-11,114,570000000000,0,0
2009-03-12,119,605000000000,0,0
2009-03-13,114,640000000000,0,0
2009-03-14,110,550000000000,0,0
2009-03-15,123,615000000000,0,0
2009-03-16,122,845000000000,0,0
2009-03-17,114,570000000000,0,0
2009-03-18,116,640000000000,0,0
2009-03-19,122,610000000000,0,0
2009-03-20,119,650000000000,0,0
2009-03-21,50,250000000000,0,0
2009-03-22,121,650000000000,0,0
2009-03-23,130,650000000000,0,0
2009-03-24,105,525000000000,0,0
2009-03-25,117,585000000000,0,0
2009-03-26,118,725000000000,0,0
2009-03-27,106,530000000000,0,0
2009-03-28,122,695000000000,0,0
2009-03-29,116,580000000000,0,0
2009-03-30,120,600000000000,0,0
2009-03-31,111,710000000000,0,0
2009-04-01,114,570000000000,0,0
2009-04-02,115,575000000000,0,0
2009-04-03,116,580000000000,0,0
2009-04-04,113,565000000000,0,0
2009-04-05,132,735000000000,0,0
2009-04-06,109,545000000000,0,0
2009-04-07,100,500000000000,0,0
2009-04-08,105,525000000000,0,0
2009-04-09,99,495000000000,0,0
2009-04-10,108,540000000000,0,0
2009-04-11,121,635000000000,0,0
2009-04-12,120,685000000000,0,0
2009-04-13,116,580000000000,0,0
2009-04-14,124,620000000000,0,0
2009-04-15,113,565000000000,0,0
2009-04-16,123,615000000000,0,0
2009-04-17,112,560000000000,0,0
2009-04-18,130,648251000000,0,0
2009-04-19,120,635000000000,0,0
2009-04-20,121,1170000000000,0,0
2009-04-21,124,620000000000,0,0
2009-04-22,121,605000000000,0,0
2009-04-23,75,375000000000,0,0
2009-04-24,115,575000000000,0,0
2009-04-25,118,590000000000,0,0
2009-04-26,114,635000000000,0,0
2009-04-27,104,520000000000,0,0
2009-04-28,117,585000000000,0,0
2009-04-29,129,740000000000,0,0
2009-04-30,131,655000000000,0,0
2009-05-01,121,605000000000,0,0
2009-05-02,128,704994000000,3000000,23437.5
2009-05-03,109,541000000000,0,0
2009-05-04,129,790000000000,0,0
2009-05-05,136,725000000000,0,0
2009-05-06,135,675000000000,0,0
2009-05-07,122,610000000000,0,0
2009-05-08,107,535000000000,0,0
2009-05-09,78,390000000000,0,0
2009-05-10,85,425000000000,0,0
2009-05-11,121,610000000000,10000000,82644.628099174
2009-05-12,130,650000000000,0,0
2009-05-13,116,570001000000,0,0
2009-05-14,142,714999000000,0,0
2009-05-15,137,730000000000,0,0
2009-05-16,119,595000000000,0,0
2009-05-17,127,635000000000,0,0
2009-05-18,118,590000000000,0,0
2009-05-19,86,430000000000,0,0
2009-05-20,120,600000000000,0,0
2009-05-21,82,410000000000,0,0
2009-05-22,61,305000000000,0,0
2009-05-23,32,160000000000,0,0
2009-05-24,100,500000000000,0,0
2009-05-25,109,545000000000,0,0
2009-05-26,125,625000000000,0,0
2009-05-27,119,595000000000,0,0
2009-05-28,95,475000000000,0,0
2009-05-29,107,830000000000,0,0
2009-05-30,109,545000000000,0,0
2009-05-31,96,480000000000,0,0
2009-06-01,72,360000000000,0,0
2009-06-02,111,555000000000,0,0
2009-06-03,71,355000000000,0,0
2009-06-04,66,330000000000,0,0
2009-06-05,30,150000000000,0,0
2009-06-06,28,140000000000,0,0
2009-06-07,16,80000000000,0,0
2009-06-08,82,410000000000,0,0
2009-06-09,91,455000000000,0,0
2009-06-10,82,410000000000,0,0
2009-06-11,89,445000000000,0,0
2009-06-12,86,430000000000,0,0
2009-06-13,78,390000000000,0,0
2009-06-14,72,360000000000,0,0
2009-06-15,84,420000000000,0,0
2009-06-16,71,355000000000,0,0
2009-06-17,79,395000000000,0,0
2009-06-18,80,400000000000,0,0
2009-06-19,87,435000000000,0,0
2009-06-20,78,390000000000,0,0
2009-06-21,81,405000000000,0,0
2009-06-22,77,680000000000,0,0
2009-06-23,76,380000000000,0,0
2009-06-24,97,489898000000,0,0
2009-06-25,69,440000000000,0,0
2009-06-26,90,450000000000,0,0
2009-06-27,84,420000000000,0,0
2009-06-28,47,235000000000,0,0
2009-06-29,84,420000000000,0,0
2009-06-30,86,434500000000,0,0
2009-07-01,75,380000000000,0,0
2009-07-02,84,420000000000,0,0
2009-07-03,82,410000000000,0,0
2009-07-04,89,445000000000,0,0
2009-07-05,79,395000000000,0,0
2009-07-06,84,420000000000,0,0
2009-07-07,69,345000000000,0,0
2009-07-08,74,370000000000,0,0
2009-07-09,86,430000000000,0,0
2009-07-10,81,405000000000,0,0
2009-07-11,83,415000000000,0,0
2009-07-12,77,385000000000,0,0
2009-07-13,78,390000000000,0,0
2009-07-14,69,345000000000,0,0
2009-07-15,45,225000000000,0,0
2009-07-16,71,355000000000,0,0
2009-07-17,47,235000000000,0,0
2009-07-18,4,20000000000,0,0
2009-07-19,70,350000000000,0,0
2009-07-20,71,954967000000,14000000,197183.098591549
2009-07-21,82,410000000000,0,0
2009-07-22,60,300000000000,0,0
2009-07-23,76,380000000000,0,0
2009-07-24,73,365000000000,0,0
2009-07-25,32,160000000000,0,0
2009-07-26,21,105000000000,0,0
2009-07-27,74,370000000000,0,0
2009-07-28,41,205000000000,0,0
2009-07-29,20,105000000000,0,0
2009-07-30,16,80000000000,0,0
2009-07-31,17,85000000000,0,0
2009-08-01,28,140000000000,0,0
2009-08-02,23,115000000000,0,0
2009-08-03,12,60000000000,0,0
2009-08-04,81,405000000000,0,0
2009-08-05,87,435000000000,0,0
2009-08-06,90,450000000000,0,0
2009-08-07,81,954953000000,13000000,160493.827160494
2009-08-08,80,400000000000,0,0
2009-08-09,101,505000000000,0,0
2009-08-10,75,375000000000,0,0
2009-08-11,70,350000000000,0,0
2009-08-12,63,315000000000,0,0
2009-08-13,85,425000000000,0,0
2009-08-14,63,315000000000,0,0
2009-08-15,26,130000000000,0,0
2009-08-16,19,95000000000,0,0
2009-08-17,17,85000000000,0,0
2009-08-18,10,50000000000,0,0
2009-08-19,18,90000000000,0,0
2009-08-20,22,110000000000,0,0
2009-08-21,14,70000000000,0,0
2009-08-22,7,35000000000,0,0
2009-08-23,15,75000000000,0,0
2009-08-24,15,75000000000,0,0
2009-08-25,50,250000000000,0,0
2009-08-26,51,474806000000,0,0
2009-08-27,29,145000000000,0,0
2009-08-28,75,375000000000,0,0
2009-08-29,78,390000000000,0,0
2009-08-30,98,490000000000,0,0
2009-08-31,87,460000000000,0,0
2009-09-01,78,390000000000,0,0
2009-09-02,66,330000000000,0,0
2009-09-03,62,375000000000,0,0
2009-09-04,64,320000000000,0,0
2009-09-05,76,380000000000,0,0
2009-09-06,68,340000000000,0,0
2009-09-07,79,455000000000,0,0
2009-09-08,69,345000000000,0,0
2009-09-09,54,270000000000,0,0
2009-09-10,67,335000000000,0,0
2009-09-11,67,335000000000,0,0
2009-09-12,69,345000000000,0,0
2009-09-13,75,375000000000,0,0
2009-09-14,74,370000000000,0,0
2009-09-15,44,220000000000,0,0
2009-09-16,73,360100000000,0,0
2009-09-17,85,925000000000,12000000,141176.470588235
2009-09-18,78,390000000000,0,0
2009-09-19,74,370000000000,0,0
2009-09-20,78,390000000000,0,0
2009-09-21,70,385000000000,0,0
2009-09-22,26,325000000000,0,0
2009-09-23,36,180000000000,0,0
2009-09-24,97,485000000000,0,0
2009-09-25,93,585000000000,0,0
2009-09-26,100,500000000000,0,0
2009-09-27,88,515000000000,0,0
2009-09-28,85,425000000000,0,0
2009-09-29,90,655000000000,0,0
2009-09-30,85,425000000000,0,0
2009-10-01,82,410000000000,0,0
2009-10-02,73,410000000000,0,0
2009-10-03,58,290000000000,0,0
2009-10-04,53,265000000000,0,0
2009-10-05,55,275000000000,0,0
2009-10-06,45,305000000000,0,0
2009-10-07,60,300000000000,0,0
2009-10-08,70,350000000000,0,0
2009-10-09,79,395000000000,0,0
2009-10-10,77,385000000000,0,0
2009-10-11,74,370000000000,0,0
2009-10-12,59,795000000000,0,0
2009-10-13,57,285000000000,0,0
2009-10-14,69,345000000000,0,0
2009-10-15,71,355000000000,0,0
2009-10-16,61,1270000000000,0,0
2009-10-17,57,285000000000,0,0
2009-10-18,75,405000000000,0,0
2009-10-19,112,560000000000,0,0
2009-10-20,96,979988000000,12000000,125000
2009-10-21,81,489976000000,0,0
2009-10-22,91,1645000000000,0,0
2009-10-23,89,445000000000,0,0
2009-10-24,63,1535000000000,0,0
2009-10-25,76,380000000000,0,0
2009-10-26,71,355000000000,0,0
2009-10-27,65,1620000000000,0,0
2009-10-28,66,330000000000,0,0
2009-10-29,48,435000000000,0,0
2009-10-30,60,300000000000,0,0
2009-10-31,46,230000000000,0,0
2009-11-01,25,125000000000,0,0
2009-11-02,33,165000000000,0,0
2009-11-03,62,310000000000,0,0
2009-11-04,64,1865000000000,0,0
2009-11-05,57,285000000000,0,0
2009-11-06,62,310000000000,0,0
2009-11-07,69,345000000000,0,0
2009-11-08,73,365000000000,0,0
2009-11-09,64,320000000000,0,0
2009-11-10,78,390000000000,0,0
2009-11-11,73,9320000000000,0,0
2009-11-12,66,330000000000,0,0
2009-11-13,83,460000000000,0,0
2009-11-14,79,395000000000,0,0
2009-11-15,96,480000000000,0,0
2009-11-16,97,485000000000,0,0
2009-11-17,92,460000000000,0,0
2009-11-18,79,395000000000,0,0
2009-11-19,72,4785000000000,0,0
2009-11-20,86,430000000000,0,0
2009-11-21,73,365000000000,0,0
2009-11-22,106,530000000000,0,0
2009-11-23,96,480000000000,0,0
2009-11-24,93,465000000000,0,0
2009-11-25,90,450000000000,0,0
2009-11-26,84,420000000000,0,0
2009-11-27,74,370000000000,0,0
2009-11-28,71,355000000000,0,0
2009-11-29,60,300000000000,0,0
2009-11-30,75,375000000000,0,0
2009-12-01,74,1370000000000,22000000,297297.297297297
2009-12-02,94,470000000000,0,0
2009-12-03,88,440000000000,0,0
2009-12-04,36,180000000000,0,0
2009-12-05,65,410000000000,0,0
2009-12-06,105,529000000000,0,0
2009-12-07,112,560000000000,0,0
2009-12-08,107,675000000000,0,0
2009-12-09,109,715500000000,0,0
2009-12-10,104,520000000000,0,0
2009-12-11,112,560000000000,0,0
2009-12-12,112,1070000000000,0,0
2009-12-13,114,570000000000,0,0
2009-12-14,107,3764570000000,0,0
2009-12-15,112,1095900000000,0,0
2009-12-16,137,765000000000,0,0
2009-12-17,172,874950000000,0,0
2009-12-18,225,1125000000000,0,0
2009-12-19,199,995000000000,0,0
2009-12-20,175,875000000000,0,0
2009-12-21,176,880000000000,0,0
2009-12-22,162,810000000000,0,0
2009-12-23,154,770000000000,0,0
2009-12-24,154,770000000000,0,0
2009-12-25,150,750000000000,0,0
2009-12-26,174,870000000000,0,0
2009-12-27,168,860000000000,0,0
2009-12-28,137,685000000000,0,0
2009-12-29,171,855000000000,0,0
2009-12-30,141,705000000000,0,0
2009-12-31,138,690000000000,0,0
2010-01-01,134,670000000000,0,0
2010-01-02,126,630000000000,0,0
2010-01-03,186,930000000000,0,0
2010-01-04,183,2985435000000,0,0
2010-01-05,198,990000000000,0,0
2010-01-06,163,815000000000,0,0
2010-01-07,154,770000000000,0,0
2010-01-08,153,765000000000,0,0
2010-01-09,151,755000000000,0,0
2010-01-10,190,950000000000,0,0
2010-01-11,159,795000000000,0,0
2010-01-12,161,1874988000000,26000000,161490.683229814
2010-01-13,166,825800000000,0,0
2010-01-14,145,755500000000,0,0
2010-01-15,142,725074000000,0,0
2010-01-16,126,650100000000,0,0
2010-01-17,131,655000000000,0,0
2010-01-18,126,630000000000,0,0
2010-01-19,124,620000000000,0,0
2010-01-20,158,790000000000,0,0
2010-01-21,184,943829000000,0,0
2010-01-22,136,690000000000,0,0
2010-01-23,162,805100000000,0,0
2010-01-24,155,775000000000,0,0
2010-01-25,215,1385000000000,0,0
2010-01-26,201,1062300000000,0,0
2010-01-27,166,920000000000,0,0
2010-01-28,179,990000000000,0,0
2010-01-29,201,1080000000000,0,0
2010-01-30,214,1220000000000,0,0
2010-01-31,167,935000000000,0,0
2010-02-01,193,1180000000000,0,0
2010-02-02,146,830000000000,0,0
2010-02-03,272,1380000000000,0,0
2010-02-04,234,1349999000000,0,0
2010-02-05,227,2339900000000,0,0
2010-02-06,206,1170000000000,0,0
2010-02-07,222,1134900000000,0,0
2010-02-08,208,1670300000000,0,0
2010-02-09,210,3125000000000,44000000,209523.80952381
2010-02-10,173,3870000000000,0,0
2010-02-11,174,1215000000000,0,0
2010-02-12,188,1680000000000,0,0
2010-02-13,235,1779900000000,0,0
2010-02-14,219,3002451000000,0,0
2010-02-15,185,1334998000000,0,0
2010-02-16,201,1051337000000,0,0
2010-02-17,250,7067250000000,0,0
2010-02-18,215,1329900000000,0,0
2010-02-19,195,970001000000,0,0
2010-02-20,210,1105000000000,0,0
2010-02-21,227,1741683000000,0,0
2010-02-22,265,2730000000000,0,0
2010-02-23,251,1255000000000,0,0
2010-02-24,177,1385000000000,0,0
2010-02-25,158,1830000000000,0,0
2010-02-26,176,1954900000000,0,0
2010-02-27,175,905100000000,0,0
2010-02-28,159,1309900000000,0,0
2010-03-01,199,1135000000000,0,0
2010-03-02,193,1140000000000,0,0
2010-03-03,158,1780000000000,0,0
2010-03-04,188,2860000000000,0,0
2010-03-05,173,870000000000,0,0
2010-03-06,183,3259739000000,0,0
2010-03-07,183,1645000000000,0,0
2010-03-08,130,1529518000000,0,0
2010-03-09,148,1135000000000,0,0
2010-03-10,169,1069999000000,0,0
2010-03-11,136,985000000000,0,0
2010-03-12,123,640000000000,0,0
2010-03-13,154,945000000000,0,0
2010-03-14,127,780000000000,0,0
2010-03-15,140,690200000000,0,0
2010-03-16,129,750100000000,0,0
2010-03-17,139,805000000000,0,0
2010-03-18,149,1095000000000,0,0
2010-03-19,162,1399600000000,0,0
2010-03-20,204,1455000000000,0,0
2010-03-21,190,960200000000,0,0
2010-03-22,186,1140000000000,0,0
2010-03-23,220,1433693000000,0,0
2010-03-24,182,1035000000000,0,0
2010-03-25,202,3345100000000,0,0
2010-03-26,213,1385000000000,0,0
2010-03-27,184,1150000000000,0,0
2010-03-28,192,1145000000000,0,0
2010-03-29,207,1320000000000,0,0
2010-03-30,221,1130000000000,0,0
2010-03-31,214,1192420000000,0,0
2010-04-01,179,980000000000,0,0
2010-04-02,161,880000000000,0,0
2010-04-03,166,977348000000,0,0
2010-04-04,183,1200000000000,26000000,142076.50273224
2010-04-05,181,1828719000000,0,0
2010-04-06,174,1309100000000,0,0
2010-04-07,204,1515314000000,0,0
2010-04-08,195,1223874000000,0,0
2010-04-09,224,3900796000000,0,0
2010-04-10,298,2790905000000,0,0
2010-04-11,265,2733316000000,0,0
2010-04-12,247,3823576000000,0,0
2010-04-13,209,1181000000000,0,0
2010-04-14,223,1544889000000,0,0
2010-04-15,290,12412530000000,0,0
2010-04-16,234,2301268000000,0,0
2010-04-17,250,1529288000000,0,0
2010-04-18,3351,4937101000000,0,0
2010-04-19,276,3602187000000,0,0
2010-04-20,243,2478500000000,0,0
2010-04-21,251,1897881000000,0,0
2010-04-22,199,2949285000000,0,0
2010-04-23,200,1145403000000,0,0
2010-04-24,202,2053306000000,0,0
2010-04-25,205,2384580000000,0,0
2010-04-26,211,2034549000000,0,0
2010-04-27,233,1743394000000,0,0
2010-04-28,227,1742254000000,0,0
2010-04-29,180,1292536000000,0,0
2010-04-30,170,6862032000000,0,0
2010-05-01,210,1434860000000,0,0
2010-05-02,180,1004900000000,0,0
2010-05-03,188,1600100000000,0,0
2010-05-04,177,2565012000000,0,0
2010-05-05,162,2585966000000,0,0
2010-05-06,177,2335101000000,0,0
2010-05-07,158,4044400000000,0,0
2010-05-08,182,2518026000000,0,0
2010-05-09,183,1702840000000,0,0
2010-05-10,157,1526378000000,0,0
2010-05-11,130,760015000000,0,0
2010-05-12,159,2802011000000,0,0
2010-05-13,167,1730778000000,0,0
2010-05-14,153,2186094000000,671000000,4385620.91503268
2010-05-15,113,777664000000,264000000,2336283.185840708
2010-05-16,133,808864000000,0,0
2010-05-17,178,1787648000000,0,0
2010-05-18,223,1782090000000,0,0
2010-05-19,207,2350461000000,0,0
2010-05-20,237,1398497000000,0,0
2010-05-21,235,4862596000000,0,0
2010-05-22,226,5442753000000,99000000,438053.097345133
2010-05-23,309,3258836000000,0,0
2010-05-24,250,1565600000000,0,0
2010-05-25,254,1805000000000,0,0
2010-05-26,287,2799097000000,0,0
2010-05-27,267,2421151000000,0,0
2010-05-28,277,4055711000000,0,0
2010-05-29,239,5345100000000,0,0
2010-05-30,200,1291230000000,0,0
2010-05-31,194,1396100000000,0,0
2010-06-01,183,1389398000000,0,0
2010-06-02,194,1495728000000,0,0
2010-06-03,235,1727410000000,0,0
2010-06-04,173,3867735000000,0,0
2010-06-05,190,1355000000000,0,0
2010-06-06,200,1600331000000,0,0
2010-06-07,209,3504980000000,0,0
2010-06-08,223,1740100000000,0,0
2010-06-09,220,8069157000000,0,0
2010-06-10,217,3966563000000,0,0
2010-06-11,247,1872878000000,0,0
2010-06-12,213,2088110000000,0,0
2010-06-13,239,2283200000000,0,0
2010-06-14,257,5134102000000,0,0
2010-06-15,269,4502300000000,0,0
2010-06-16,192,3579908000000,0,0
2010-06-17,204,2908845000000,0,0
2010-06-18,193,1908668000000,0,0
2010-06-19,214,6587279000000,0,0
2010-06-20,228,3631801000000,0,0
2010-06-21,242,4570809000000,0,0
2010-06-22,227,3899864000000,0,0
2010-06-23,257,4889000000000,0,0
2010-06-24,240,4084637000000,0,0
2010-06-25,210,2681800000000,0,0
2010-06-26,201,6671974000000,0,0
2010-06-27,234,2146800000000,0,0
2010-06-28,230,5278505000000,0,0
2010-06-29,264,4925759000000,0,0
2010-06-30,273,6428095000000,137000000,501831.501831502
2010-07-01,284,3743589000000,0,0
2010-07-02,241,11455473000000,0,0
2010-07-03,286,4705000000000,0,0
2010-07-04,224,2690950000000,0,0
2010-07-05,252,6204701000000,0,0
2010-07-06,208,2778550000000,0,0
2010-07-07,218,5693031000000,0,0
2010-07-08,223,2442294000000,0,0
2010-07-09,268,2157200000000,0,0
2010-07-10,240,3040274000000,0,0
2010-07-11,353,5618199000000,0,0
2010-07-12,2300,263381997000000,0,0
2010-07-13,1479,33696832000000,0,0
2010-07-14,6132,35035585000000,1000000,163.078930202
2010-07-15,1330,11704892000000,66000000,49624.060150376
2010-07-16,1181,8614404000000,27000000,22861.981371719
2010-07-17,408,3274788000000,5000000,12254.901960784
2010-07-18,420,4467009000000,83000000,197619.047619048
2010-07-19,528,5584975000000,9000000,17045.454545455
2010-07-20,594,3895234000000,0,0
2010-07-21,463,3800454000000,0,0
2010-07-22,397,4843162000000,0,0
2010-07-23,411,3031479000000,1000000,2433.090024331
2010-07-24,894,5319196000000,0,0
2010-07-25,1823,5861543000000,290000000,159078.44212836
2010-07-26,467,9910187000000,151000000,323340.471092077
2010-07-27,426,4019920000000,67000000,157276.995305164
2010-07-28,1951,7551053000000,105000000,53818.554587391
2010-07-29,1867,2806123000000,89000000,47670.05891805
2010-07-30,325,2926182000000,29000000,89230.769230769
2010-07-31,295,2558349000000,30000000,101694.915254237
2010-08-01,364,28205022000000,31000000,85164.835164835
2010-08-02,398,7566337000000,21000000,52763.819095477
2010-08-03,648,5183360000000,0,0
2010-08-04,439,4578645000000,0,0
2010-08-05,515,5170201000000,0,0
2010-08-06,359,2593201000000,0,0
2010-08-07,273,3302292000000,231000000,846153.846153846
2010-08-08,391,2028505000000,0,0
2010-08-09,424,8686322000000,432000000,1018867.924528302
2010-08-10,340,4342185000000,0,0
2010-08-11,412,6653741000000,0,0
2010-08-12,392,2655283000000,0,0
2010-08-13,516,4581259000000,0,0
2010-08-14,434,3025174000000,0,0
2010-08-15,315,2726658000000,0,0
2010-08-16,453,7652488000000,67000000,147902.869757174
2010-08-17,318,5644599000000,0,0
2010-08-18,377,4403850000000,156000000,413793.103448276
2010-08-19,325,2715210000000,0,0
2010-08-20,423,3922841000000,0,0
2010-08-21,342,4732831000000,0,0
2010-08-22,366,3101819000000,0,0
2010-08-23,369,2842611000000,0,0
2010-08-24,379,3184391000000,80000000,211081.794195251
2010-08-25,365,2671110000000,0,0
2010-08-26,368,2474779000000,0,0
2010-08-27,294,3724730000000,0,0
2010-08-28,339,2512951999150,110,0.324483776
2010-08-29,260,1670459000000,23000000,88461.538461538
2010-08-30,329,2128891000090,36000000,109422.492401216
2010-08-31,441,4935297999650,20000030,45351.541950113
2010-09-01,380,3660758999740,8000020,21052.684210526
2010-09-02,321,4253670000010,0,0
2010-09-03,319,3805634000000,0,0
2010-09-04,274,3907636000000,0,0
2010-09-05,311,14545971000000,1000000,3215.434083601
2010-09-06,278,8350213999840,10,0.035971223
2010-09-07,282,2624126000000,0,0
2010-09-08,339,2589780999660,20,0.05899705
2010-09-09,324,4091774999820,11000010,33950.648148148
2010-09-10,360,2302332999800,10,0.027777778
2010-09-11,305,1821841000000,0,0
2010-09-12,379,2741738000030,15000000,39577.836411609
2010-09-13,436,12572793000010,10,0.02293578
2010-09-14,424,4044407440528,960352,2264.981132075
2010-09-15,430,4836355039648,0,0
2010-09-16,438,4553351000000,0,0
2010-09-17,361,8569813000000,0,0
2010-09-18,399,5547258000000,18000000,45112.781954887
2010-09-19,355,6158125960352,0,0
2010-09-20,465,5170310000000,0,0
2010-09-21,810,3631166000010,10,0.012345679
2010-09-22,673,5338549000000,0,0
2010-09-23,655,13829779000000,0,0
2010-09-24,501,3074386000000,0,0
2010-09-25,532,4029810000000,0,0
2010-09-26,400,3273451000000,0,0
2010-09-27,603,4482301000000,2000000,3316.749585406
2010-09-28,491,9227665503320,144000000,293279.022403259
2010-09-29,975,10222176000000,0,0
2010-09-30,365,4891503000000,0,0
2010-10-01,584,6598338812108,56000000,95890.410958904
2010-10-02,501,36888684776813,776813,1550.5249501
2010-10-03,377,8185503776625,776625,2060.013262599
2010-10-04,407,56366289000099,99,0.243243243
2010-10-05,371,20002178000020,0,0
2010-10-06,407,13005146000109,109,0.267813268
2010-10-07,340,13536909000000,0,0
2010-10-08,363,16085463000000,0,0
2010-10-09,401,19356391000000,0,0
2010-10-10,363,12734813000000,0,0
2010-10-11,342,6280871000109,109,0.31871345
2010-10-12,352,8582395000000,0,0
2010-10-13,364,12305179000000,35000000,96153.846153846
2010-10-14,367,18815955000000,0,0
2010-10-15,328,15531649000000,0,0
2010-10-16,441,21109089000109,0,0
2010-10-17,457,12199174000000,0,0
2010-10-18,579,22999617000000,2000000,3454.231433506
2010-10-19,924,27843350000000,0,0
2010-10-20,713,21286177000000,0,0
2010-10-21,552,19560398776615,776615,1406.911231884
2010-10-22,602,13712813000000,0,0
2010-10-23,517,5189533000000,5000000,9671.179883946
2010-10-24,552,11504439000000,0,0
2010-10-25,410,16014465000000,0,0
2010-10-26,518,19339271000000,0,0
2010-10-27,568,21251017000000,0,0
2010-10-28,486,19857354000000,0,0
2010-10-29,467,9722529000000,0,0
2010-10-30,426,7109104000000,0,0
2010-10-31,307,7385613000000,0,0
2010-11-01,351,5110725000000,0,0
2010-11-02,286,7132609000000,0,0
2010-11-03,347,6647998000000,0,0
2010-11-04,342,16684778108788,0,0
2010-11-05,442,5295983000000,0,0
2010-11-06,394,13743536000000,0,0
2010-11-07,451,10180373000000,0,0
2010-11-08,515,51319262000000,83000000,161165.048543689
2010-11-09,409,6261722000000,0,0
2010-11-10,397,6869556000000,0,0
2010-11-11,395,5256851000000,0,0
2010-11-12,286,4213980000000,0,0
2010-11-13,343,4925596000000,0,0
2010-11-14,416,4821488000000,0,0
2010-11-15,4871,27198771000000,48000000,9854.239375898
2010-11-16,9105,38788126000000,0,0
2010-11-17,435,7443252000000,0,0
2010-11-18,1494,7234846108788,0,0
2010-11-19,9632,6189882000000,8000000,830.564784053
2010-11-20,9731,16490026000000,100000000,10276.436131949
2010-11-21,10044,13303600000000,104000000,10354.440461967
2010-11-22,343,3955335000000,56000000,163265.306122449
2010-11-23,341,4963213000000,48000000,140762.463343109
2010-11-24,3936,4745908000000,19000000,4827.235772358
2010-11-25,4983,5965219000000,0,0
2010-11-26,1314,9880620000000,37000000,28158.295281583
2010-11-27,445,3327986000000,2000000,4494.382022472
2010-11-28,454,3288360000000,0,0
2010-11-29,454,4513988000000,3000000,6607.929515419
2010-11-30,454,6985090000000,1000000,2202.643171806
2010-12-01,512,6444466000000,4000000,7812.5
2010-12-02,460,7065445000000,6000000,13043.47826087
2010-12-03,384,3703274000000,1000000,2604.166666667
2010-12-04,418,7665677197510,1090727,2609.394736842
2010-12-05,434,3337679000000,3000000,6912.442396313
2010-12-06,465,10808004613297,4518713,9717.662365591
2010-12-07,573,9880129434402,8214637,14336.190226876
2010-12-08,523,4154731528566,4000000,7648.183556405
2010-12-09,486,5364258727261,3727261,7669.261316872
2010-12-10,373,3399231000000,7000000,18766.756032172
2010-12-11,550,8852204702586,11724798,21317.814545455
2010-12-12,643,5634107644603,14857412,23106.395023328
2010-12-13,646,18574855972450,31147648,48216.173374613
2010-12-14,653,12486634152496,4892339,7492.096477795
2010-12-15,642,12277851485908,6743052,10503.196261682
2010-12-16,531,9339050356946,10356946,19504.606403013
2010-12-17,462,7138890118798,23443294,50743.060606061
2010-12-18,499,9123061674275,6653564,13333.795591182
2010-12-19,551,10722098693557,11564519,20988.237749546
2010-12-20,932,9107974700382,6699317,7188.108369099
2010-12-21,629,11135482959024,11000000,17488.076311606
2010-12-22,660,9062330951748,17743052,26883.412121212
2010-12-23,519,7015965000000,6000000,11560.693641618
2010-12-24,531,6780630748065,7829328,14744.497175141
2010-12-25,634,12099710743052,6743052,10635.728706625
2010-12-26,584,7728993580871,9564519,16377.601027397
